place_id,gas_type,price,longitude,latitude,date
3480,diesel,27,-106.2708,23.19423,2026-05-22
3458,regular,23.99,-101.9268,19.6557,2026-05-22
3458,premium,28.99,-101.9268,19.6557,2026-05-22
3458,diesel,27,-101.9268,19.6557,2026-05-22
3392,regular,23.99,-99.04271,19.5789,2026-05-22
3392,premium,29.39,-99.04271,19.5789,2026-05-22
3392,diesel,27,-99.04271,19.5789,2026-05-22
3617,regular,23.98,-98.05952,20.1734,2026-05-22
3617,premium,28.35,-98.05952,20.1734,2026-05-22
3342,regular,23.99,-106.4216,23.24592,2026-05-22
3342,premium,28.79,-106.4216,23.24592,2026-05-22
3342,diesel,27,-106.4216,23.24592,2026-05-22
3526,regular,23.99,-99.22044,19.5084,2026-05-22
3526,premium,28.48,-99.22044,19.5084,2026-05-22
3526,diesel,26.99,-99.22044,19.5084,2026-05-22
3223,regular,23.99,-102.293,21.28101,2026-05-22
3223,premium,28.49,-102.293,21.28101,2026-05-22
3223,diesel,26.98,-102.293,21.28101,2026-05-22
3317,regular,23.99,-102.4428,21.19953,2026-05-22
3317,premium,28.49,-102.4428,21.19953,2026-05-22
3317,diesel,26.98,-102.4428,21.19953,2026-05-22
